tittle , url , addr1 , addr2 , number of post , rating value , category , price 
Xoom Juice , https://www.yelp.com/biz/xoom-juice-tucson-2 , 2739 E Speedway Blvd , Tucson , 46 , 4 , Juice Bars &amp; Smoothies , $
Jersey Mike’s Subs , https://www.yelp.com/biz/jersey-mikes-subs-tucson , 3400 East Speedway Blvd , Tucson , 74 , 4 , Fast Food , $
Panda House Stir-Fry , https://www.yelp.com/biz/panda-house-stir-fry-tucson , 3725 W Ina Rd , Tucson , 49 , 4 , Chinese , $$
Sushi To Go &amp; More , https://www.yelp.com/biz/sushi-to-go-and-more-tucson , 7755 E Golf Links , Tucson , 41 , 4 , Sushi Bars , $$
The Neighborhood , https://www.yelp.com/biz/the-neighborhood-tucson , 3940 E 29th St , Tucson , 48 , 4 , Sports Bars , $$
Pastiche , https://www.yelp.com/biz/pastiche-tucson , 3025 N Campbell Ave , Tucson , 256 , 3 , American (New) , $$
Brushfire Ice Creamery , https://www.yelp.com/biz/brushfire-ice-creamery-tucson , 7080 E 22nd St , Tucson , 36 , 4 , Desserts , $
India Oven , https://www.yelp.com/biz/india-oven-tucson , 2727 N Campbell Ave , Tucson , 152 , 4 , Indian , $$
Arbuckle Coffee , https://www.yelp.com/biz/arbuckle-coffee-tucson-2 , 3550 E Corporate Dr , Tucson , 12 , 5 , Coffee Roasteries , $$
Teaspoon , https://www.yelp.com/biz/teaspoon-tucson , 7053 N Oracle Rd , Tucson , 246 , 3 , Breakfast &amp; Brunch , $$
King’s Restaurant , https://www.yelp.com/biz/kings-restaurant-tucson-3 , 10 W Grant Rd , Tucson , 63 , 4 , Chinese , $
Savaya Coffee Market , https://www.yelp.com/biz/savaya-coffee-market-tucson , 5350 E Broadway Blvd , Tucson , 165 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-2 , 2905 E Skyline Dr , Tucson , 67 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-tucson-4 , 6540 E Tanque Verde Rd , Tucson , 14 , 5 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/savaya-coffee-market-oro-valley , 11177 N Oracle Rd , Tucson , 30 , 4 , Coffee &amp; Tea , $$
Tap &amp; Bottle - North , https://www.yelp.com/biz/tap-and-bottle-north-tucson , 7254 N Oracle Rd , Tucson , 43 , 4 , Beer Bar , $$
Chef Wang , https://www.yelp.com/biz/chef-wang-tucson , 356 E Grant Rd , Tucson , 96 , 4 , Szechuan , $$
BZ’s Pizza And Italian Kitchen , https://www.yelp.com/biz/bzs-pizza-and-italian-kitchen-tucson , 7856 E Wrightstown Rd , Tucson , 119 , 4 , Gluten-free friendly  , $$
Gandhi Cuisine of India , https://www.yelp.com/biz/gandhi-cuisine-of-india-tucson , 150 W Fort Lowell Rd , Tucson , 163 , 3 , Indian , $
Mona’s Danish Bakery , https://www.yelp.com/biz/monas-danish-bakery-tucson-3 , 4777 E Sunrise Dr , Tucson , 70 , 4 , Bakeries , $
The Taco Shop Company , https://www.yelp.com/biz/the-taco-shop-company-tucson , 1350 E Broadway Blvd , Tucson , 168 , 3 , Mexican , $
Gusto Osteria , https://www.yelp.com/biz/gusto-osteria-tucson , 7153 E Tanque Verde Rd , Tucson , 122 , 4 , Italian , $$
Nekter Juice Bar , https://www.yelp.com/biz/nekter-juice-bar-tucson , 2905 E Skyline Dr , Tucson , 20 , 4 , Juice Bars &amp; Smoothies , 
Pho #1 , https://www.yelp.com/biz/pho-1-tucson , 2226 N Stone Ave , Tucson , 138 , 4 , Vietnamese , $
Hop Street Lounge , https://www.yelp.com/biz/hop-street-lounge-tucson , 7215 E 22nd St , Tucson , 19 , 4 , Beer Bar , $$
Bazil’s To Go , https://www.yelp.com/biz/bazils-to-go-tucson , 4777 E Sunrise Dr , Tucson , 86 , 4 , Pizza , $$
Benny’s Restaurant , https://www.yelp.com/biz/bennys-restaurant-tucson , 2702 E Grant Rd , Tucson , 60 , 4 , Mexican , $$
Trattoria Pina , https://www.yelp.com/biz/trattoria-pina-tucson-2 , 5541 N Swan Rd , Tucson , 130 , 4 , Italian , $$
Sachiko Sushi , https://www.yelp.com/biz/sachiko-sushi-tuscon , 1101 N Wilmot Rd , Tucson , 280 , 4 , Japanese , $$ , https://www.yelp.com/biz/sachiko-sushi-tucson , 3210 E Valencia Rd , Tucson , 154 , 3 , Japanese , $$
Catalina Barbeque Co. &amp; Sports Bar , https://www.yelp.com/biz/catalina-barbeque-co-and-sports-bar-tucson-2 , 3645 W Starr Pass Blvd , Tucson , 127 , 4 , Barbeque , $$
Potwhale , https://www.yelp.com/biz/potwhale-tucson , 3620 N 1st Ave , Tucson , 40 , 4 , Healthy dining , $$
Fini’s Landing , https://www.yelp.com/biz/finis-landing-tucson , 5689 N Swan Rd , Tucson , 243 , 3 , American (New) , $$
Med Cuisine , https://www.yelp.com/biz/med-cuisine-tucson , 5870 E Broadway Blvd , Tucson , 26 , 4 , Mediterranean , 
Wei Asian Cafe , https://www.yelp.com/biz/wei-asian-cafe-tucson , 9450 E Golf Links Rd , Tucson , 100 , 4 , Chinese , $$
Great Village Chinese Restaurant , https://www.yelp.com/biz/great-village-chinese-restaurant-tucson , 1000 S Harrison Rd , Tucson , 102 , 4 , Chinese , $
Danny’s Baboquivari Restaurant &amp; Lounge , https://www.yelp.com/biz/dannys-baboquivari-restaurant-and-lounge-tucson , 2910 E Fort Lowell Rd , Tucson , 55 , 4 , Bars , $
Mr. An’s Teppan Steak &amp; Seafood Sushi Bar , https://www.yelp.com/biz/mr-ans-teppanyaki-tucson , 6091 N Oracle Rd , Tucson , 281 , 3 , Sushi Bars , $$
Three Canyon Beer and Wine Garden , https://www.yelp.com/biz/three-canyon-beer-and-wine-garden-tucson , 4999 N Sabino Canyon Rd , Tucson , 73 , 4 , Beer Gardens , $$
Tony’s Italian Deli , https://www.yelp.com/biz/tonys-italian-deli-tucson-2 , 6219 E 22nd St , Tucson , 128 , 4 , Italian , $
In-N-Out Burger , https://www.yelp.com/biz/in-n-out-burger-marana , 8180 Cortaro Rd , Tucson , 89 , 4 , Fast Food , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-2 , 1978 E Ajo Way , Tucson , 160 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-3 , 7111 E Broadway Blvd , Tucson , 110 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-7 , 3711 Broadway Blvd , Tucson , 112 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-5 , 4620 N Oracle Rd , Tucson , 100 , 4 , Burgers , $
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$
Rigo’s Restaurant - Fine Mexican Food , https://www.yelp.com/biz/rigos-restaurant-fine-mexican-food-tucson , 2527 S 4th Ave , Tucson , 108 , 4 , Mexican , $$
Rosa’s Mexican Food Restaurant , https://www.yelp.com/biz/rosas-mexican-food-restaurant-tucson , 1750 E Fort Lowell , Tucson , 310 , 3 , Mexican , $$
The Screamery Hand Crafted Ice Cream , https://www.yelp.com/biz/the-screamery-hand-crafted-ice-cream-tucson , 5920 W Arizona Pavilions Dr , Tucson , 41 , 4 , Ice Cream &amp; Frozen Yogurt , $
PJ Subs , https://www.yelp.com/biz/pj-subs-tucson-2 , 2500 E 6th St , Tucson , 101 , 4 , Cheesesteaks , $
Cheng’s Beijing , https://www.yelp.com/biz/chengs-beijing-oro-valley , 7705 N Oracle Rd , Tucson , 109 , 4 , Chinese , $$
Sushi-Cho , https://www.yelp.com/biz/sushi-cho-tucson-2 , 1830 E Broadway Blvd , Tucson , 113 , 4 , Japanese , $$
Lil Abner’s Steakhouse , https://www.yelp.com/biz/lil-abners-steakhouse-tucson , 8501 N Silverbell Rd , Tucson , 222 , 3 , Steakhouses , $$$
Pockets , https://www.yelp.com/biz/pockets-tucson , 1062 S Wilmot Rd , Tucson , 28 , 4 , Pool Halls , $
Haus Of Brats , https://www.yelp.com/biz/haus-of-brats-tucson ,  , Tucson , 28 , 4 , Food Trucks , $
Korea House , https://www.yelp.com/biz/korea-house-tucson , 4030 E Speedway Blvd , Tucson , 109 , 4 , Korean , $$
Oriental Express , https://www.yelp.com/biz/oriental-express-tucson , 982 E University Blvd , Tucson , 48 , 4 , Chinese , $
Cheba Hut , https://www.yelp.com/biz/cheba-hut-tucson-4 , 1820 E 6th St , Tucson , 152 , 3 , Sandwiches , $
Red Garter Saloon , https://www.yelp.com/biz/red-garter-saloon-tucson , 3143 E Speedway Blvd , Tucson , 93 , 4 , Sports Bars , $
BrushFire BBQ , https://www.yelp.com/biz/brushfire-bbq-tucson , 2745 N Campbell Ave , Tucson , 350 , 3 , Barbeque , $$
Crying Onion Cafe , https://www.yelp.com/biz/crying-onion-cafe-tucson , 3684 W Orange Grove Rd , Tucson , 173 , 3 , American (New) , $
Dao’s Tai Pan’s , https://www.yelp.com/biz/daos-tai-pans-tucson-4 , 446 N Wilmot Rd , Tucson , 203 , 3 , Vietnamese , $
Tohono Chul Garden Bistro , https://www.yelp.com/biz/tohono-chul-garden-bistro-tucson-2 , 7366 N Paseo Del Norte , Tucson , 136 , 3 , American (New) , $$
Lucky’s Boba Tea , https://www.yelp.com/biz/luckys-boba-tea-tucson , 7455 W Twin Peaks Rd , Tucson , 20 , 4 , Bubble Tea , $
Pita Jungle , https://www.yelp.com/biz/pita-jungle-tucson-3 , 7090 N Oracle Rd , Tucson , 164 , 3 , Mediterranean , $$
Growler USA - Oro Valley , https://www.yelp.com/biz/growler-usa-oro-valley-oro-valley-3 , 9630 North Oracle Rd , Tucson , 136 , 3 , American (New) , $$
Monsoons Tap &amp; Grill , https://www.yelp.com/biz/monsoons-tap-and-grill-tucson , 6781 N Thornydale Rd , Tucson , 135 , 3 , American (Traditional) , $$
Crispy’s Fish-n-Chips , https://www.yelp.com/biz/crispys-fish-n-chips-tucson , 736 E Fort Lowell Rd , Tucson , 146 , 3 , Fish &amp; Chips , $
Bamboo View , https://www.yelp.com/biz/bamboo-view-tucson , 7018 E Golf Links Rd , Tucson , 86 , 4 , Chinese , $$
El Chinito Gordo , https://www.yelp.com/biz/el-chinito-gordo-tucson-2 , 2920 N Oracle Rd , Tucson , 40 , 4 , Mexican , $$
Illegal Pete’s - Tucson , https://www.yelp.com/biz/illegal-petes-tucson-tucson-2 , 876 E University Blvd , Tucson , 182 , 3 , Bars , $$
El Taco Tote , https://www.yelp.com/biz/el-taco-tote-tucson-5 , 1340 N Wilmot Rd , Tucson , 188 , 4 , Mexican , $ , https://www.yelp.com/biz/el-taco-tote-tucson-3 , 4811 N Stone Ave , Tucson , 122 , 3 , Mexican , $
Cracker Barrel Old Country Store , https://www.yelp.com/biz/cracker-barrel-old-country-store-tucson-2 , 8400 N Cracker Barrel Rd , Tucson , 234 , 3 , American (Traditional) , $$
P.F. Chang’s , https://www.yelp.com/biz/p-f-changs-tucson , 1805 E River Rd , Tucson , 231 , 3 , Chinese , $$
The Living Room Wine Cafe &amp; Lounge , https://www.yelp.com/biz/the-living-room-wine-cafe-and-lounge-tucson-2 , 2905 E Skyline Dr , Tucson , 258 , 3 , Wine Bars , $$
You Sly Dog , https://www.yelp.com/biz/you-sly-dog-tucson , 3795 N Oracle Rd , Tucson , 32 , 4 , Food Trucks , $
El Minuto Cafe , https://www.yelp.com/biz/el-minuto-cafe-tucson-2 , 354 S Main Ave , Tucson , 208 , 3 , Mexican , $$
Caffe Torino , https://www.yelp.com/biz/caffe-torino-tucson-3 , 5605 E River Rd , Tucson , 165 , 4 , Italian , $$ , https://www.yelp.com/biz/caffe-torino-tucson-5 , 10325 N La Canada Dr , Tucson , 188 , 3 , Italian , $$
Firehouse Subs , https://www.yelp.com/biz/firehouse-subs-tucson-2 , 475 W Wetmore , Tucson , 23 , 4 , Sandwiches , $
The Loop , https://www.yelp.com/biz/the-loop-tucson ,  , Tucson , 12 , 5 , Parks , 
Sky Dragon , https://www.yelp.com/biz/sky-dragon-tucson , 3607 N Campbell Ave , Tucson , 111 , 3 , Cantonese , $$
Nick’s Sari-Sari Store , https://www.yelp.com/biz/nicks-sari-sari-store-tucson , 2001 S Craycroft Rd , Tucson , 27 , 4 , Grocery , $
Flandrau Science Center &amp; Planetarium , https://www.yelp.com/biz/flandrau-science-center-and-planetarium-tucson , 1601 E University Blvd , Tucson , 40 , 4 , Museums , 
Guadalajara Original Grill , https://www.yelp.com/biz/guadalajara-original-grill-tucson , 1220 E Prince Rd , Tucson , 971 , 4 , Mexican , $$ , https://www.yelp.com/biz/guadalajara-original-grill-tucson-4 , 7360 N Oracle Rd , Tucson , 266 , 3 , Mexican , $$
Angry Crab Shack &amp; BBQ , https://www.yelp.com/biz/angry-crab-shack-and-bbq-tucson , 1365 W Grant Rd , Tucson , 275 , 3 , Seafood , $$
Birrieria Guadalajara , https://www.yelp.com/biz/birrieria-guadalajara-tucson , 304 E 22nd St , Tucson , 57 , 4 , Mexican , $
Trident Grill III , https://www.yelp.com/biz/trident-grill-iii-tucson , 250 S Craycroft Rd , Tucson , 127 , 3 , Sports Bars , $$
El Herradero Carniceria y Panaderia , https://www.yelp.com/biz/el-herradero-carniceria-y-panaderia-tucson , 4211 E 22nd St , Tucson , 26 , 4 , Meat Shops , $
Thai China Bistro , https://www.yelp.com/biz/thai-china-bistro-tucson , 5121 E Grant Rd , Tucson , 219 , 3 , Thai , $
Noble Hops Gastropub , https://www.yelp.com/biz/noble-hops-gastropub-oro-valley-3 , 1335 W Lambert Ln , Tucson , 469 , 3 , American (New) , $$
Pita Jungle , https://www.yelp.com/biz/pita-jungle-tucson-3 , 7090 N Oracle Rd , Tucson , 164 , 3 , Mediterranean , $$ , https://www.yelp.com/biz/pita-jungle-tucson , 5340 E Broadway Blvd , Tucson , 417 , 3 , Mediterranean , $$
Ghini’s French Caffe , https://www.yelp.com/biz/ghinis-french-caffe-tucson-6 , 1803 E Prince Rd , Tucson , 357 , 3 , French , $$
GRINGO grill + cantina , https://www.yelp.com/biz/gringo-grill-cantina-tucson-2 , 5900 N Oracle Rd , Tucson , 282 , 3 , American (New) , $$
Ajo Cafe , https://www.yelp.com/biz/ajo-cafe-tucson , 3132 E Ajo Way , Tucson , 36 , 4 , Diners , $
Brandi Fenton Memorial Park , https://www.yelp.com/biz/brandi-fenton-memorial-park-tucson , 3482 E River Rd , Tucson , 36 , 4 , Parks , 
In-N-Out Burger , https://www.yelp.com/biz/in-n-out-burger-marana , 8180 Cortaro Rd , Tucson , 89 , 4 , Fast Food , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-2 , 1978 E Ajo Way , Tucson , 160 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-3 , 7111 E Broadway Blvd , Tucson , 110 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-7 , 3711 Broadway Blvd , Tucson , 112 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-tucson-5 , 4620 N Oracle Rd , Tucson , 100 , 4 , Burgers , $ , https://www.yelp.com/biz/in-n-out-burger-oro-valley , 11545 N Oracle Rd , Tucson , 63 , 4 , Burgers , $
El Charro Cafe , https://www.yelp.com/biz/el-charro-cafe-tucson-4 , 311 N Court Ave , Tucson , 1377 , 3 , Tacos , $$ , https://www.yelp.com/biz/el-charro-cafe-tucson-5 , 6910 E Sunrise Dr , Tucson , 309 , 3 , Mexican , $$
McAlister’s Deli , https://www.yelp.com/biz/mcalisters-deli-tucson , 735 E Wetmore Rd , Tucson , 73 , 4 , Delis , $
Sweet Tomatoes , https://www.yelp.com/biz/sweet-tomatoes-tucson-2 , 6202 E Broadway Blvd , Tucson , 156 , 4 , Vegetarian , $$ , https://www.yelp.com/biz/sweet-tomatoes-tucson , 4420 N Stone Ave , Tucson , 118 , 3 , Vegetarian , $$
Epic Cafe , https://www.yelp.com/biz/epic-cafe-tucson , 745 N 4th Ave , Tucson , 193 , 3 , Coffee &amp; Tea , $
Sushi-Ten , https://www.yelp.com/biz/sushi-ten-tucson , 4500 E Speedway Blvd , Tucson , 305 , 3 , Japanese , $$
Firehouse Subs , https://www.yelp.com/biz/firehouse-subs-tucson-2 , 475 W Wetmore , Tucson , 23 , 4 , Sandwiches , $ , https://www.yelp.com/biz/firehouse-subs-tucson , 3844 W River Rd , Tucson , 86 , 4 , Sandwiches , $
Batch Cafe &amp; Bar , https://www.yelp.com/biz/batch-cafe-and-bar-tucson-4 , 118 E Congress St , Tucson , 159 , 3 , Bars , $$
Costa Vida Fresh Mexican Grill , https://www.yelp.com/biz/costa-vida-fresh-mexican-grill-tucson , 6307 E Broadway Blvd , Tucson , 80 , 4 , Gluten-free friendly  , $$
Arizona Inn , https://www.yelp.com/biz/arizona-inn-tucson-3 , 2200 E Elm St , Tucson , 81 , 4 , Bars , $$$
Cody’s Beef ‘n Beans , https://www.yelp.com/biz/codys-beef-n-beans-tucson-2 , 2708 E Fort Lowell Rd , Tucson , 124 , 3 , Steakhouses , $$
Kappy’s Bar &amp; Sandwich Place , https://www.yelp.com/biz/kappys-bar-and-sandwich-place-tucson , 2190 N Wilmot Rd , Tucson , 67 , 4 , Sandwiches , $
Barro’s Pizza , https://www.yelp.com/biz/barros-pizza-tucson-2 , 410 N Wilmot Rd , Tucson , 51 , 4 , Pizza ,  , https://www.yelp.com/biz/barros-pizza-tucson-3 , 5884 W Arizona Pavilions Dr , Tucson , 92 , 4 , Pizza , $$
El Charro Cafe , https://www.yelp.com/biz/el-charro-cafe-tucson-4 , 311 N Court Ave , Tucson , 1377 , 3 , Tacos , $$ , https://www.yelp.com/biz/el-charro-cafe-tucson-5 , 6910 E Sunrise Dr , Tucson , 309 , 3 , Mexican , $$ , https://www.yelp.com/biz/el-charro-cafe-oro-valley , 7725 N Oracle Rd , Tucson , 380 , 3 , Mexican , $$
BJ’s Restaurant &amp; Brewhouse , https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-tucson , 4270 N Oracle Rd , Tucson , 222 , 3 , American (New) , $$
Taco Giro Mexican Grill - W Valencia , https://www.yelp.com/biz/taco-giro-mexican-grill-w-valencia-tucson , 2750 W Valencia Rd , Tucson , 84 , 4 , Catering service , $$
HighWire Lounge , https://www.yelp.com/biz/highwire-lounge-tucson-3 , 14 S Arizona Ave , Tucson , 91 , 4 , Cocktail Bars , $$
The Dutch Eatery &amp; Refuge , https://www.yelp.com/biz/the-dutch-eatery-and-refuge-tucson , 943 E University Blvd , Tucson , 172 , 3 , American (New) , $$
Karichimaka Restaurant , https://www.yelp.com/biz/karichimaka-restaurant-tucson-3 , 5252 S Mission Rd , Tucson , 79 , 4 , Mexican , $$
Jimmy John’s , https://www.yelp.com/biz/jimmy-johns-tucson-8 , 2575 N Campbell Ave , Tucson , 30 , 4 , Sandwiches , $
Costa Vida Fresh Mexican Grill , https://www.yelp.com/biz/costa-vida-fresh-mexican-grill-tucson , 6307 E Broadway Blvd , Tucson , 80 , 4 , Gluten-free friendly  , $$ , https://www.yelp.com/biz/costa-vida-fresh-mexican-grill-tucson-2 , 4205 N Campbell Ave , Tucson , 97 , 3 , Gluten-free friendly  , $
JA Ramen Curry , https://www.yelp.com/biz/ja-ramen-curry-tucson-3 , 2643 N Campbell Ave , Tucson , 59 , 4 , Kitchen open late , $$
Black Bear Diner , https://www.yelp.com/biz/black-bear-diner-tucson , 6095 E Broadway Blvd , Tucson , 218 , 3 , Diners , $$
Tania’s Flour Tortillas , https://www.yelp.com/biz/tanias-flour-tortillas-tucson , 2856 W Drexel Rd , Tucson , 43 , 4 , Mexican , $
La Bella China Restaurant , https://www.yelp.com/biz/la-bella-china-restaurant-tucson , 5680 S 12th Ave , Tucson , 76 , 4 , Chinese , $
Baggin’s Gourmet Sandwiches , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-10 , 11015 N Oracle Rd , Tucson , 83 , 4 , Delis , $
Mosaic Cafe Dos , https://www.yelp.com/biz/mosaic-cafe-dos-tucson-2 , 7354 N La Cholla Blvd , Tucson , 124 , 3 , Mexican , $$
Dutch Bros Coffee , https://www.yelp.com/biz/dutch-bros-coffee-tucson-2 , 120 S Wilmot Rd , Tucson , 63 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/dutch-bros-coffee-tucson-9 , 5690 W Cortaro Farms Rd , Tucson , 40 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-3 , 10105 E Old Vail Rd , Tucson , 29 , 4 , Coffee &amp; Tea , 
Espresso Art Cafe , https://www.yelp.com/biz/espresso-art-cafe-tucson , 942 E University Blvd , Tucson , 79 , 4 , Coffee &amp; Tea , $
Craft, A Modern Drinkery , https://www.yelp.com/biz/craft-a-modern-drinkery-tucson , 4603 E Speedway Blvd , Tucson , 16 , 4 , Beer Bar , 
The Royal Room , https://www.yelp.com/biz/the-royal-room-tucson , 450 N 6th Ave , Tucson , 44 , 4 , Bars , $$
Decibel Coffee Works , https://www.yelp.com/biz/decibel-coffee-works-tucson-2 , 267 S Avenida Del Convento , Tucson , 25 , 4 , Coffee &amp; Tea , 
El Torero , https://www.yelp.com/biz/el-torero-tucson , 231 E 26th St , Tucson , 76 , 4 , Mexican , $
Kababeque Indian Grill , https://www.yelp.com/biz/kababeque-indian-grill-tucson , 845 E University Blvd , Tucson , 203 , 3 , Indian , $
Primo with Patio Dining , https://www.yelp.com/biz/primo-with-patio-dining-tucson , 3800 W. Starr Pass Boulevard , Tucson , 117 , 3 , Italian , $$$
Frog &amp; Firkin , https://www.yelp.com/biz/frog-and-firkin-tucson , 874 E University Blvd , Tucson , 372 , 3 , Bars , $$
Bread and Butter Cafe , https://www.yelp.com/biz/bread-and-butter-cafe-tucson-2 , 9431 E 22nd St , Tucson , 86 , 4 , Cafes , $
Old Times Kafe , https://www.yelp.com/biz/old-times-kafe-tucson , 1485 W Prince Rd , Tucson , 60 , 4 , Diners , $
Dao’s Tai Pan’s Restaurant , https://www.yelp.com/biz/daos-tai-pans-restaurant-tucson-2 , 4206 N 1st Ave , Tucson , 130 , 3 , Vietnamese , $$
El Cisne Restaurant , https://www.yelp.com/biz/el-cisne-restaurant-tucson-2 , 4717 E Sunrise Dr , Tucson , 171 , 3 , Mexican , $$
Momo’s , https://www.yelp.com/biz/momos-tucson , 1838 E 6th St , Tucson , 14 , 4 , Mexican , 
Waffle House , https://www.yelp.com/biz/waffle-house-tucson , 3565 E Irvington Rd , Tucson , 53 , 4 , American (New) , $
Raising Cane’s , https://www.yelp.com/biz/raising-canes-tucson , 6352 E Broadway Blvd , Tucson , 136 , 3 , Fast Food , $
New Delhi Palace , https://www.yelp.com/biz/new-delhi-palace-tucson-2 , 6751 E Broadway Blvd , Tucson , 215 , 3 , Indian , $$
Brooklyn Pizza Company , https://www.yelp.com/biz/brooklyn-pizza-company-tucson , 534 N 4th Ave , Tucson , 391 , 3 , Pizza , $
Baggin’s Gourmet Sandwiches , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-10 , 11015 N Oracle Rd , Tucson , 83 , 4 , Delis , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-8 , 5420 E Broadway Blvd , Tucson , 94 , 3 , Sandwiches , $
Sonoran Snoballs , https://www.yelp.com/biz/sonoran-snoballs-tucson , NE Corner Broadway &amp;amp; Campbell , Tucson , 13 , 5 , Street Vendors , $
7 Ounce Korean Steakhouse , https://www.yelp.com/biz/7-ounce-korean-steakhouse-tucson-3 , 4699 E Speedway Blvd , Tucson , 185 , 3 , Korean , $$
Oregano’s , https://www.yelp.com/biz/oreganos-tucson-3 , 100 W Orange Grove Rd , Tucson , 337 , 3 , Pizza , $$ , https://www.yelp.com/biz/oreganos-tucson-2 , 4900 E Speedway Blvd , Tucson , 442 , 3 , Pizza , $$ , https://www.yelp.com/biz/oreganos-tucson-4 , 4884 South Landing Way , Tucson , 169 , 3 , Pizza , $$
Caruso’s , https://www.yelp.com/biz/carusos-tucson , 434 N 4th Ave , Tucson , 322 , 3 , Pizza , $$
Taqueria El Rapido , https://www.yelp.com/biz/taqueria-el-rapido-tucson , Benson Highway &amp;amp; Country Club , Tucson , 23 , 4 , Mexican , $
Karuna’s Thai Plate , https://www.yelp.com/biz/karunas-thai-plate-tucson , 1917 E Grant Rd , Tucson , 190 , 3 , Thai , $
CeeDee Jamaican Kitchen , https://www.yelp.com/biz/ceedee-jamaican-kitchen-tucson-3 , 5305 E Speedway Blvd , Tucson , 106 , 3 , Caribbean , $$
Saint Charles Tavern , https://www.yelp.com/biz/saint-charles-tavern-tucson , 1632 S 4th Ave , Tucson , 19 , 4 , Bars , $
Filiberto’s Mexican Food , https://www.yelp.com/biz/filibertos-mexican-food-oro-valley , 10535 N Oracle Rd , Tucson , 39 , 4 , Mexican , 
Fantasy Island Trails Park , https://www.yelp.com/biz/fantasy-island-trails-park-tucson , 9485 E Valencia Rd , Tucson , 10 , 5 , Parks , 
Joe’s Pancake House , https://www.yelp.com/biz/joes-pancake-house-tucson , 2532 S Kolb Rd , Tucson , 110 , 3 , Breakfast &amp; Brunch , $
La Mesa Tortillas , https://www.yelp.com/biz/la-mesa-tortillas-tucson-4 , 3684 W Orange Grove Rd , Tucson , 55 , 4 , Mexican , $ , https://www.yelp.com/biz/la-mesa-tortillas-tucson , 7823 E Broadway Blvd , Tucson , 64 , 4 , Mexican , $
Culver’s , https://www.yelp.com/biz/culvers-tucson-2 , 6905 N Thornydale Rd , Tucson , 96 , 3 , Burgers , $
Texas Roadhouse , https://www.yelp.com/biz/texas-roadhouse-tucson , 170 S Wilmot Rd , Tucson , 284 , 4 , Steakhouses , $$ , https://www.yelp.com/biz/texas-roadhouse-marana , 8450 N Cracker Barrel Rd , Tucson , 168 , 3 , Steakhouses , $$
Jason’s Deli , https://www.yelp.com/biz/jasons-deli-tucson , 4545 N Oracle Rd , Tucson , 76 , 4 , Delis , $
The Horseshoe Grill , https://www.yelp.com/biz/the-horseshoe-grill-tucson , 7713 E Broadway Blvd , Tucson , 301 , 3 , Barbeque , $$
Tucson Petting Zoo &amp; Funny Foot Farm , https://www.yelp.com/biz/tucson-petting-zoo-and-funny-foot-farm-tucson , 2405 W Wetmore Rd , Tucson , 50 , 4 , Petting Zoos , 
New Asia Chinese Restaurant , https://www.yelp.com/biz/new-asia-chinese-restaurant-tucson , 2116 W Grant Rd , Tucson , 57 , 4 , Chinese , $
World Famous Golden Nugget , https://www.yelp.com/biz/world-famous-golden-nugget-tucson , 2617 N 1st Ave , Tucson , 37 , 4 , Sports Bars , $
Jerry’s Cigars , https://www.yelp.com/biz/jerrys-cigars-tucson , 4433 N 1st Ave , Tucson , 17 , 4 , Tobacco Shops , $$
Chick-fil-A , https://www.yelp.com/biz/chick-fil-a-tucson-2 , 4585 N Oracle Rd , Tucson , 62 , 4 , Fast Food , $
Crossroads Restaurant , https://www.yelp.com/biz/crossroads-restaurant-tucson-3 , 2602 S 4th Ave , Tucson , 147 , 3 , Mexican , $$
Wings Over Broadway , https://www.yelp.com/biz/wings-over-broadway-tucson-2 , 5004 E Broadway Blvd , Tucson , 300 , 3 , Chicken Wings , $
Purple Heart Park , https://www.yelp.com/biz/purple-heart-park-ivans-spot-tucson , 10050 E Rita Rd , Tucson , 24 , 4 , Dog Parks , 
Sullivan’s Steakhouse , https://www.yelp.com/biz/sullivans-steakhouse-tucson , 1785 E River Rd , Tucson , 289 , 3 , Steakhouses , $$$
Bob Dobbs , https://www.yelp.com/biz/bob-dobbs-tucson , 2501 E 6th St , Tucson , 117 , 3 , Bars , $
Che’s Lounge , https://www.yelp.com/biz/ches-lounge-tucson , 350 N 4th Ave , Tucson , 150 , 3 , Lounges , $
