date,url,rate
2019-11,https://www.yelp.com/biz/barrio-bread-tucson-2,5
2019-11,https://www.yelp.com/biz/barrio-bread-tucson-2,4
2019-12,https://www.yelp.com/biz/barrio-bread-tucson-2,5
2020-01,https://www.yelp.com/biz/barrio-bread-tucson-2,3
2019-11,https://www.yelp.com/biz/the-quesadillas-tucson,5
2019-12,https://www.yelp.com/biz/the-quesadillas-tucson,1
